,movie_id,title,last_update,release_year,rating,duration,description,ott_id
175,176,Lokillo: Nothing's the Same,20210812,2021,R,64,"Through songs and puns, comedian Lokillo Florez hilariously reviews how Latin Americans have adjusted to a new world where no-hugging policies prevail.",4
176,177,Monster Hunter: Legends of the Guild,20210812,2021,PG,59,"In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon.",4
177,178,Brother Jekwu,20210811,2016,PG-13,101,"Chasing wild success, a village hustler follows his cousin from Nigeria to Kenya and stumbles into the shady business affairs of a notorious overlord.",4
178,179,La diosa del asfalto,20210811,2020,R,127,"A woman from a tough neighborhood outside Mexico City comes home a rock star, inadvertently provoking a confrontation with the ghosts of her past.",4
179,180,Misha and the Wolves,20210811,2021,PG-13,90,"As a little girl, she escaped the Holocaust and lived among wolves. Or did she? An extraordinary story elicits sympathy — then draws scrutiny.",4
180,181,The Kissing Booth 3,20210811,2021,PG-13,114,"Determined to make the most of her final summer before college, Elle plans the ultimate bucket list as she navigates what comes next with Noah and Lee.",4
181,182,The Railway Man,20210811,2013,R,108,"Decades after World War II, a still-shattered soldier unexpectedly falls in love and sees a bizarre coincidence bring his past back into focus.",4
182,183,Untold: Malice at the Palace,20210810,2021,R,70,"Key figures from an infamous 2004 incident between players and fans at an NBA game in Michigan discuss the fight, its fallout and its lasting legacy.",4
183,184,Quartet,20210808,2012,PG-13,98,"To save their posh retirement home, former opera stars plan a gala recital — until the biggest diva among them refuses to sing.",4
184,185,Slay,20210808,2021,R,86,"In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities.",4
185,186,Takizawa Kabuki ZERO 2020 The Movie,20210807,2020,PG,139,"Superstar Hideaki Takizawa reimagines his acclaimed kabuki production for the screen, featuring the dynamic talents of idol group Snow Man.",4
186,187,The Paper Tigers,20210807,2021,PG-13,111,"After reuniting as middle-aged men, three kung-fu prodigies must set their differences aside and dust off their skills to avenge their beloved mentor.",4
187,188,Quam's Money,20210806,2020,R,115,"In this sequel to ""New Money,"" Quam, a security guard turned multimillionaire, lives the good life with his fortune until he falls victim to fraud.",4
188,189,The Swarm,20210806,2021,PG-13,102,"A single mother breeds locusts as high-protein food, but has trouble getting them to reproduce — until she finds they have a taste for blood.",4
189,190,Vivo,20210806,2021,PG,100,A music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,4
190,191,Chennai Express,20210805,2013,PG-13,135,What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.,4
191,192,City of God: 10 Years Later,20210805,2013,R,69,"A decade after the seminal Brazilian film ""City of God,"" this documentary reunites some of the cast and crew to find out what paths their lives took.",4
192,193,Esperando la carroza,20210805,1985,R,95,Cora has three sons and a daughter and she´s almost 80. One day during a family reunion the big question comes up: who will be her heir?,4
193,194,Lady Boss: The Jackie Collins Story,20210805,2021,PG-13,97,"""Queen of Sleaze"" or feminist pioneer? Powerhouse novelist Jackie Collins created a brash sex-positive persona while hiding her private struggles.",4
194,195,Tango Feroz,20210805,1993,R,124,"One of the first rock stars in Argentina, Tango leads a full life during an era of social unrest – one of both glory and despair.",4
195,196,'76,20210804,2016,PG,118,"When her husband is accused of taking part in an attempted military coup, a pregnant woman's life takes an emotional turn. Inspired by true events.",4
196,197,Aftermath,20210804,2021,R,115,"Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history.",4
197,198,American Masters: Inventing David Geffen,20210804,2012,R,115,"The son of Jewish immigrants, David Geffen emerged from a humble upbringing to become one of the most powerful media personalities in America.",4
198,199,Heavy,20210803,1995,R,104,Overweight Victor hides from the world making pizzas in his mother's gloomy dive until a new waitress blows in and disrupts his isolation.,4
199,200,Ije: The Journey,20210803,2010,R,106,"When her sister is accused of multiple murders, a Nigerian woman travels to Los Angeles to uncover the truth and fight for her sibling’s freedom.",4
200,201,Pray Away,20210803,2021,PG-13,102,"Ex-leaders and a survivor of the so-called ""conversion therapy"" movement speak out about its harm to the LGBTQ+ community and its devastating persistence.",4
201,202,Shiny_Flakes: The Teenage Drug Lord,20210803,2021,R,97,"Max S. reveals how he built a drug empire from his childhood bedroom in this story that inspired the series ""How to Sell Drugs Online (Fast).""",4
202,203,Beethoven,20210801,1992,PG,87,"A father reluctantly agrees to let his children keep a St. Bernard puppy, but the playful pooch soon turns into a full-grown engine of destruction.",4
203,204,Beethoven's 2nd,20210801,1993,PG,88,"After St. Bernard Beethoven sires a brood with Missy, he and the Newton kids must intervene when Missy's owner tries to sell the puppies.",4
204,205,Beowulf,20210801,2007,PG-13,114,This deftly animated take on a legendary Old English epic tells the timeless tale of a Scandinavian hero who's known for slaying dragons.,4
205,206,Boyka: Undisputed,20210801,2016,R,90,The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.,4
206,207,Catch Me If You Can,20210801,2002,PG-13,142,"An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit.",4
207,208,Cloudy with a Chance of Meatballs,20210801,2009,PG,90,"When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow.",4
208,209,Deep Blue Sea,20210801,1999,R,105,Scientists conduct research on sharks in search of an Alzheimer's cure. But a dangerous shortcut leads to huge sharks with near-human intelligence.,4
209,210,Ferris Bueller's Day Off,20210801,1986,PG-13,103,"After faking an illness to skip school, popular teen Ferris Bueller enjoys a fun-filled day in Chicago with his girlfriend and his uptight best friend.",4
210,211,Five Feet Apart,20210801,2019,PG-13,116,A teen with cystic fibrosis shakes up her daily routine and challenges hospital protocol when she falls for a fellow patient.,4
211,212,Freedomland,20210801,2006,R,113,"When a woman reports that her infant son was kidnapped by a black man, an African American detective and a white activist team up to dig for details.",4
212,213,Good Luck Chuck,20210801,2007,R,99,"Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right.",4
213,214,I missed you: Director's Cut,20210801,2021,PG-13,96,A workaholic reconnects with two men she blocked on social media five years ago and begins to reflect on her past life choices.,4
214,215,Inception,20210801,2010,PG-13,148,A troubled thief who extracts secrets from people's dreams takes one last job: leading a dangerous mission to plant an idea in a target's subconscious.,4
215,216,Magnolia,20210801,1999,R,189,"Through chance, history and divine intervention, a cast of eclectic characters weaves and warps through each other's lives on a random day in California.",4
216,217,Major Payne,20210801,1995,PG-13,97,A hardened Marine is given his marching orders and must now lead a disorderly group of mismatched cadets into a junior ROTC competition.,4
217,218,My Girl,20210801,1991,PG-13,102,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.,4
218,219,My Girl 2,20210801,1994,PG,99,A teen makes surprising discoveries when she talks to her dead mother's high school friends for an essay about someone she admires but has never met.,4
219,220,Open Season: Scared Silly,20210801,2015,PG,85,"When a spooky werewolf tale scares Boog out of joining the annual camping trip, his friends hatch a plan to cure him of his fear.",4
220,221,Pineapple Express,20210801,2008,R,112,"After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them.",4
221,222,Planet 51,20210801,2009,PG,91,"After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.",4
222,223,Poms,20210801,2019,PG-13,91,"After moving to a retirement community, loner Martha befriends a fun-loving neighbor and forms a cheerleading club for young-at-heart seniors.",4
223,224,Seabiscuit,20210801,2003,PG-13,141,An ungainly-looking colt becomes a winning thoroughbred in this Depression-era drama based on the true story of champion racehorse Seabiscuit.,4
224,225,Space Cowboys,20210801,2000,PG-13,130,A retired engineer agrees to help NASA prevent a Russian satellite from falling to Earth if he and his over-the-hill pals can man the mission.,4
225,226,Team America: World Police,20210801,2004,R,98,"In this musical satire, an all-marionette police force takes on the challenging role of keeping the peace on a troubled planet.",4
226,227,The Edge of Seventeen,20210801,2016,R,105,A troubled teenager finds high school life even less bearable after she catches her childhood best friend hooking up with her popular older brother.,4
227,228,The Haunting in Connecticut 2: Ghosts of Georgia,20210801,2013,R,101,A couple's Georgia dream home becomes a living nightmare when their daughter begins to have frightening visions from the property's terrible past.,4
